id_city,hotel_name,url,score,text,lat_hotel,lon_hotel,cities,latitude,longitude,temp,rain,weather
5,Apartment in the Marais,https://www.booking.com/hotel/fr/apartment-in-the-marais-paris2.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCg-LgngbAAgHSAiQ5MjM0YWU4MC02NTZlLTRhOGQtYTJmYS1kYmQzMzljNDVmMWTYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2bbf9441ba4400f4&srepoch=1675112708&from=searchresults#hotelTmpl,8.6,"Offering free WiFi, Apartment in the Marais is set in the centre of Paris within 700 metres of Opéra Bastille and less than 1 km from Paris-Gare-de-Lyon. ",48.8498568,2.3649244,Paris,48.8588897,2.3200410217200766,4.0,0.0,Cloudly
5,Joyful apartment 2BR6P Heart of Paris - Louvre,https://www.booking.com/hotel/fr/joyful-apartment-2br6p-heart-of-paris-louvre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9wYXJpc0gNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCg-LgngbAAgHSAiQ5MjM0YWU4MC02NTZlLTRhOGQtYTJmYS1kYmQzMzljNDVmMWTYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2bbf9441ba4400f4&srepoch=1675112708&from=searchresults#hotelTmpl,7.7,"Located in the centre of Paris, just 500 metres from Louvre Museum and 1.3 km from Pompidou Centre, Joyful apartment 2BR6P Heart of Paris - Louvre provides accommodation with city views and free WiFi....",48.862383,2.3405099,Paris,48.8588897,2.3200410217200766,4.0,0.0,Cloudly
4,Le Champs des Oiseaux,https://www.booking.com/hotel/fr/le-champs-des-oiseaux.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.6,La Villa la Gloriette est un établissement du XIXe siècle doté d'un jardin meublé et d'une connexion Wi-Fi gratuite dans les chambres décorées individuellement. ,49.448386,1.0956783,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Appartements Up & Down by Beds76,https://www.booking.com/hotel/fr/perfect-for-armada.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.6,"Le Jasmin propose un hébergement à Rouen, à respectivement 1,1 et 2,3 km de Notre-Dame de Rouen et du Kindarena, le palais des sports. ",49.44271405,1.08097976,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Maison CosyRouen Malatire Gare 6 couchages,https://www.booking.com/hotel/fr/maison-cosyrouen-malatire-gare-6-couchages.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.8,"L'établissement Le Champs des Oiseaux est situé à Rouen, à 1,1 km de la cathédrale Notre-Dame, à 4,6 km du palais des sports Kindarena et à 5,3 km de la gare Voltaire. ",49.4525251,1.0928101,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,"Le 1731, Rouen coeur d'histoire, superbe duplex",https://www.booking.com/hotel/fr/le-1731-rouen-coeur-d-39-histoire-superbe-duplex.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,9.2,"Dotée d'une connexion Wi-Fi et d'un parking privé gratuits, la Maison CosyRouen Malatire Gare 6 couchages est située à Rouen, à seulement 1,6 km de la cathédrale Notre-Dame. ",49.440987,1.098902,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,"Radisson Blu Hotel, Rouen Centre",https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.5,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'Appartement place du vieux marché est situé dans le centre de Rouen, à seulement 700 mètres de la cathédrale Notre-Dame et à 1,2...",49.446441,1.09412,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Le Bohème,https://www.booking.com/hotel/fr/le-boheme-rouen.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.5,"Situé dans le centre de Rouen, à moins de 3,3 km de la gare de Voltaire, de Rouen et à 3,9 km du palais des sports Kindarena, l'établissement Le 1731, Rouen coeur d'histoire, superbe duplex est un...",49.4414822,1.096959,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Le Duplex Amboise - emplacement idéal,https://www.booking.com/hotel/fr/le-duplex-amboise-emplacement-ideal.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,9.0,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, Le Bohème est un hébergement situé dans le centre de Rouen, à seulement 300 mètres de la cathédrale Notre-Dame et à 1,2 km de la...",49.4427193,1.0808963,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Amandus,https://www.booking.com/hotel/fr/amandus.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,7.2,"Le Duplex Amboise - emplacement idéal propose un hébergement avec connexion Wi-Fi gratuite à Rouen, à 1,3 km de la cathédrale Notre-Dame, à 1,5 km de la gare de Rouen Rive Droite et à 1,8 km du palais...",49.4415199,1.0971784,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Joli studio hyper centre,https://www.booking.com/hotel/fr/joli-studio-hyper-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,9.0,"Situé dans le centre de Rouen, à 300 mètres de la cathédrale Notre-Dame et à 1,2 km de la gare de Rouen Rive Droite, l'Amandus propose une connexion Wi-Fi gratuite. ",49.4436997,1.0924325,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Les toits de Rouen ✧ Atypique et familial,https://www.booking.com/hotel/fr/les-toits-de-rouen-atypique-et-familial.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.9,"Situé dans le centre de Rouen, à 600 mètres de la cathédrale Notre-Dame et à moins de 1 km de la gare de Rouen Rive Droite, le Joli studio hyper centre propose une connexion Wi-Fi gratuite. ",49.44048006,1.09653802,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Magnifique T2 typique normand,https://www.booking.com/hotel/fr/magnifique-t2-typique-normand.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,9.2,"Situé dans le centre de Rouen, à moins de 100 mètres de la cathédrale Notre-Dame, l'hébergement Les toits de Rouen ✧ Atypique et familial offre une vue sur la ville. ",49.443764,1.102774,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Le Fontenelle Appartement hyper centre par beds76,https://www.booking.com/hotel/fr/le-fontenelle-appartement-hyper-centre-par-beds76.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,9.1,"Doté d'une connexion Wi-Fi gratuite, le Magnifique T2 typique normand est situé dans le centre de Rouen, à moins de 1 km de la cathédrale Notre-Dame et à 13 minutes à pied de la gare de Rouen Rive...",49.44525805,1.08830381,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Coeur Rouennais 4P - Centre historique - Rue piétonne - Internet -Wifi,https://www.booking.com/hotel/fr/coeur-rouennais-centre-historique-rue-pietonne-wifi.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.4,"Situated less than 1 km from Gare de Rouen Rive Droite, 2.8 km from Rouen Kindarena Sports Hall and 3.4 km from Voltaire Station, Rouen, Le Fontenelle Appartement hyper centre par beds76 features...",49.44306103,1.0958552,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Appartement toit de Rouen,https://www.booking.com/hotel/fr/appartement-toit-de-rouen.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,8.0,"Situé dans le centre de Rouen, à moins de 600 mètres de la cathédrale Notre-Dame, l'Appartement toit de Rouen propose un hébergement avec connexion Wi-Fi gratuite. ",49.4457455,1.096343,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,"Le Gustave, charme & équipements au coeur de Rouen",https://www.booking.com/hotel/fr/le-gustave-charme-amp-equipements-au-coeur-de-rouen.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,1.0,"Situated 1.1 km from Gare de Rouen Rive Droite, 2.5 km from Rouen Kindarena Sports Hall and 3.1 km from Voltaire Station, Rouen, Le Gustave, charme & équipements au coeur de Rouen features...",49.4442884,1.0847171,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
4,Rouen: Charmant studio proche gare,https://www.booking.com/hotel/fr/rouen-charmant-studio-proche-gare.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBGMgBDNgBA-gBAfgBA4gCAZgCAqgCBLgCguLgngbAAgHSAiRiOWVlYTA2NC05YmFkLTRhMWYtOGEzZC1mNDA4Zjg1NDRmMjnYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=a53d944119760033&srepoch=1675112708&from=searchresults#hotelTmpl,7.7,"Rouen: Charmant studio proche gare is set in Rouen, 1.6 km from Notre-Dame Cathedral of Rouen, 3.9 km from Rouen Kindarena Sports Hall, as well as 4.7 km from Voltaire Station, Rouen. ",49.4513284,1.0922265,Rouen,49.4404591,1.0939658,4.2,0.0,Cloudly
